nombre,popularidad,genero,cantidad_albumes,mejor_pista,album_mejor_pista,año_mejor_pista
Vudu,15,argentine rock,4,Vino Blanco,Picaseso,2006
Loyalty,16,post-hardcore,1,En Compañía de Lobos,Ciclos,2016
Loyalty,16,metalcore,1,En Compañía de Lobos,Ciclos,2016
Rabeat,20,latin hip hop,1,Tiempo,Tiempo,2018
ZerØ,30,anime rap,0,Cid Kagenou Rap. La Eminencia de la Sombra,Cid Kagenou Rap. La Eminencia de la Sombra,2023
Riel,17,latin indie,5,No digas que no te avisé,No digas que no te avisé,2024
Riel,17,shoegaze,5,No digas que no te avisé,No digas que no te avisé,2024
Papo,29,freestyle,0,Papo Vs Azuky - Live,Red Bull Batalla 5 Vidas Argentina 2024,2024
Serpentor,16,thrash metal,8,Reinará el Caos,Legiones,2015
Asphix,13,hardcore punk,3,Atomizado,Asphix,2025
Asphix,13,skate punk,3,Atomizado,Asphix,2025
Asphix,13,melodic hardcore,3,Atomizado,Asphix,2025
Metaluria,5,speed metal,2,Heavy Metal,Fuerzas en la noche,2016
Fuego Interior,8,deathcore,2,De las Cenizas,Los Limites de la Realidad,2024
Uniones,15,melodic hardcore,1,Angustia,Los Vacíos Que Todos Ocultamos,2017
Uniones,15,post-hardcore,1,Angustia,Los Vacíos Que Todos Ocultamos,2017
Uniones,15,metalcore,1,Angustia,Los Vacíos Que Todos Ocultamos,2017
Poseidotica,12,stoner rock,6,Yendo de la Cama al Living,Rebelión Zombie,2019
Poseidotica,12,space rock,6,Yendo de la Cama al Living,Rebelión Zombie,2019
Poseidotica,12,sludge metal,6,Yendo de la Cama al Living,Rebelión Zombie,2019
INYOURHANDS,15,post-hardcore,1,Nada Que Perder,Circulos,2025
Telepáticos,15,argentine rock,1,Pensándote,Telepáticos,2021
Jason,8,power metal,1,Patria en Oferta,Canciones Eternas,2024
NEOKIRA,12,hardcore punk,1,"Ama, Lucha y Resiste",Sacrificar Lo Individual,2024
NEOKIRA,12,hardcore,1,"Ama, Lucha y Resiste",Sacrificar Lo Individual,2024
AKINNO,22,anime rap,0,Sueño (Griffith),Sueño (Griffith),2025
Ykato,27,anime rap,5,Creepypastas Vs. Película de Terror Especial 20 Vs. 20 (Especial Halloween 2017),Creepypastas Vs. Película de Terror Especial 20 Vs. 20 (Especial Halloween 2017),2018
tap,9,argentine rock,0,Monstruo Rutinario,Monstruo Rutinario,2024
Brutal Pig,36,grindcore,1,Quiero Sentir tu Clítoris,"Sexo, Sangre y Pornogore",2023
Chowy Fernandez,9,progressive metal,1,MUY CANSADO ESTOY,MUY CANSADO ESTOY,2025
Chowy Fernandez,9,djent,1,MUY CANSADO ESTOY,MUY CANSADO ESTOY,2025
Cucsifae,15,hardcore punk,4,The Sun Can Shine on You,Take You Higher,2008
Danann,20,argentine rock,4,Mundo Feliz,Discurso De Odio,2023
Bolo,3,groove metal,1,Prototipos,Criptobiosis,2023
Bolo,3,death metal,1,Prototipos,Criptobiosis,2023
Traje Desastre,13,indie punk,4,Otra Mentira,La Suma De Todos Los Males,2018
Traje Desastre,13,punk,4,Otra Mentira,La Suma De Todos Los Males,2018
Güemes,11,groove metal,3,Traidores de Mierda,Guerras Gauchas,2019
Legados,12,christian rock,0,Éramos,Mil Intentos,2016
Legados,12,post-hardcore,0,Éramos,Mil Intentos,2016
Legados,12,metalcore,0,Éramos,Mil Intentos,2016
Descarnado,14,deathcore,6,Biosintesis,El Eterno Odio de Las Almas Desterradas,2025
Descarnado,14,death metal,6,Biosintesis,El Eterno Odio de Las Almas Desterradas,2025
Mago Rey,27,anime,1,MONSTRUO,MONSTRUO,2022
Hugo Bistolfi,13,new age,18,Mujer Amante,Tributo a Rata Blanca: La Leyenda Continúa,2001
Cernunnos,14,folk metal,3,PEACE,From Echoes,2025
