nombre,popularidad,genero,cantidad_albumes,mejor_pista,album_mejor_pista,año_mejor_pista
Tanishk Bagchi,79,gujarati garba,20,"Tu Hain Toh Main Hoon (From ""Sky Force"")","Tu Hain Toh Main Hoon (From ""Sky Force"")",2025
Miguel Bosé,73,latin pop,45,Si tú no vuelves,Bajo El Signo De Caín,1993
Calum Scott,75,soft pop,3,Where Are You Now,All Stand Together,2023
T.I.,78,southern hip hop,17,Live Your Life,Paper Trail,2008
Jason Mraz,74,soft pop,21,I'm Yours,We Sing. We Dance. We Steal Things. (Bonus Tracks Version),2008
Jason Mraz,74,acoustic pop,21,I'm Yours,We Sing. We Dance. We Steal Things. (Bonus Tracks Version),2008
KATSEYE,75,k-pop,0,Gnarly,Gnarly,2025
Davido,79,afrobeats,5,With You (feat. Omah Lay),5ive,2025
Davido,79,afrobeat,5,With You (feat. Omah Lay),5ive,2025
Davido,79,afropop,5,With You (feat. Omah Lay),5ive,2025
Davido,79,afropiano,5,With You (feat. Omah Lay),5ive,2025
Davido,79,azonto,5,With You (feat. Omah Lay),5ive,2025
Davido,79,amapiano,5,With You (feat. Omah Lay),5ive,2025
Davido,79,hiplife,5,With You (feat. Omah Lay),5ive,2025
Davido,79,afroswing,5,With You (feat. Omah Lay),5ive,2025
Chino & Nacho,67,merengue,8,Andas En Mi Cabeza,Andas En Mi Cabeza,2016
Chino & Nacho,67,reggaeton,8,Andas En Mi Cabeza,Andas En Mi Cabeza,2016
Chino & Nacho,67,latin,8,Andas En Mi Cabeza,Andas En Mi Cabeza,2016
