nombre,popularidad,genero,cantidad_albumes,mejor_pista,album_mejor_pista,año_mejor_pista
Sachin-Jigar,82,gujarati garba,30,Apna Bana Le,Bhediya (Original Motion Picture Soundtrack),2022
Rombai,56,cumbia,3,Noche Loca,Todo Comenzó Bailando,2015
Lucas Sugo,55,cumbia,11,Cinco minutos,Sin Límites,2022
Lucas Sugo,55,cuarteto,11,Cinco minutos,Sin Límites,2022
Sting,74,soft rock,35,Fields Of Gold,Ten Summoner's Tales,1993
Ludacris,79,southern hip hop,10,Tonight (I'm Fuckin' You),Euphoria,2010
Udit Narayan,82,bollywood,50,"Mere Mehboob Mere Sanam (From ""Bad Newz"")","Mere Mehboob Mere Sanam (From ""Bad Newz"")",2024
Udit Narayan,82,hindi pop,50,"Mere Mehboob Mere Sanam (From ""Bad Newz"")","Mere Mehboob Mere Sanam (From ""Bad Newz"")",2024
Udit Narayan,82,desi,50,"Mere Mehboob Mere Sanam (From ""Bad Newz"")","Mere Mehboob Mere Sanam (From ""Bad Newz"")",2024
The Lumineers,79,folk pop,8,Ho Hey,The Lumineers,2012
The Lumineers,79,indie folk,8,Ho Hey,The Lumineers,2012
Franco De Vita,70,latin pop,19,Tú de Qué Vas,Stop,2004
Rema,79,afrobeats,3,Calm Down (with Selena Gomez),Rave & Roses Ultra,2023
Rema,79,afrobeat,3,Calm Down (with Selena Gomez),Rave & Roses Ultra,2023
Rema,79,afropop,3,Calm Down (with Selena Gomez),Rave & Roses Ultra,2023
Rema,79,afropiano,3,Calm Down (with Selena Gomez),Rave & Roses Ultra,2023
Major Lazer,77,moombahton,13,Lean On (feat. MØ & DJ Snake),Peace Is the Mission,2015
AURORA,76,norwegian pop,8,Runaway,All My Demons Greeting Me As A Friend (Deluxe),2016
AURORA,76,art pop,8,Runaway,All My Demons Greeting Me As A Friend (Deluxe),2016
SEVENTEEN,80,k-pop,10,"LOVE, MONEY, FAME (feat. DJ Khaled)","LOVE, MONEY, FAME (feat. DJ Khaled) (Timbaland Remix)",2024
Céline Dion,77,variété française,31,"Because You Loved Me (Theme from ""Up Close and Personal"")",Falling into You,1996
Swedish House Mafia,77,edm,3,Moth To A Flame (with The Weeknd),Paradise Again,2022
18 Kilates,54,cumbia,11,Me Olvidé de Ti - Remix,Me Olvidé de Ti (Remix),2025
18 Kilates,54,cuarteto,11,Me Olvidé de Ti - Remix,Me Olvidé de Ti (Remix),2025
Carla Morrison,73,latin indie,6,Disfruto,Déjenme Llorar,2012
Peces Raros,55,latin indie,7,Cicuta - Remix,Cicuta (Remix),2022
Peces Raros,55,electronic rock,7,Cicuta - Remix,Cicuta (Remix),2022
DJ Alex,52,rkt,0,Ya No Más,Ya No Más,2019
DJ Alex,52,turreo,0,Ya No Más,Ya No Más,2019
DJ Alex,52,cumbia,0,Ya No Más,Ya No Más,2019
