nombre,popularidad,genero,cantidad_albumes,mejor_pista,album_mejor_pista,año_mejor_pista
Carlos Kleiber,58,opera,31,"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",Originals Beethoven Box,1995
Carlos Kleiber,58,classical,31,"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",Originals Beethoven Box,1995
Bombay Jayashri,64,tamil pop,22,Vaseegara,Minnalae (Original Motion Picture Soundtrack),2001
Bombay Jayashri,64,kollywood,22,Vaseegara,Minnalae (Original Motion Picture Soundtrack),2001
Glenn Gould,58,classical piano,50,"Goldberg Variations, BWV 988: Aria","Bach: The Goldberg Variations, BWV 988 (1981 Gould Remaster)",1981
Glenn Gould,58,classical,50,"Goldberg Variations, BWV 988: Aria","Bach: The Goldberg Variations, BWV 988 (1981 Gould Remaster)",1981
Philip Glass,60,minimalism,50,"The Hours: An Unwelcome Friend (From ""The Hours"")","Philip Glass: Glassworlds, Vol. 4 – On Love",2016
Philip Glass,60,classical,50,"The Hours: An Unwelcome Friend (From ""The Hours"")","Philip Glass: Glassworlds, Vol. 4 – On Love",2016
Philip Glass,60,neoclassical,50,"The Hours: An Unwelcome Friend (From ""The Hours"")","Philip Glass: Glassworlds, Vol. 4 – On Love",2016
Academy of Ancient Music,59,classical,50,"Requiem, K. 626: Lacrimosa",Mozart: Requiem Realisations,2013
Academy of Ancient Music,59,requiem,50,"Requiem, K. 626: Lacrimosa",Mozart: Requiem Realisations,2013
Academy of Ancient Music,59,choral,50,"Requiem, K. 626: Lacrimosa",Mozart: Requiem Realisations,2013
Academy of Ancient Music,59,opera,50,"Requiem, K. 626: Lacrimosa",Mozart: Requiem Realisations,2013
Orpheus Chamber Orchestra,59,classical,50,"Serenade in B-Flat Major, K. 361 ""Gran Partita"": III. Adagio","Mozart, W.A.: The Wind Concertos / Serenades / Divertimenti",2001
Orpheus Chamber Orchestra,59,chamber music,50,"Serenade in B-Flat Major, K. 361 ""Gran Partita"": III. Adagio","Mozart, W.A.: The Wind Concertos / Serenades / Divertimenti",2001
Johann Strauss II,58,classical,50,"An der schönen blauen Donau, Waltz, Op. 314","Strauss, J.: An der schönen blauen Donau (The Blue Danube)",1982
Nobuo Uematsu,62,soundtrack,33,"Theme of Love (From ""Final Fantasy IV"") [Arr. Lawson for Harp & String Quartet]","Theme of Love (From ""Final Fantasy IV"") [Arr. Lawson for Harp & String Quartet]",2025
Nobuo Uematsu,62,japanese vgm,33,"Theme of Love (From ""Final Fantasy IV"") [Arr. Lawson for Harp & String Quartet]","Theme of Love (From ""Final Fantasy IV"") [Arr. Lawson for Harp & String Quartet]",2025
Nobuo Uematsu,62,japanese classical,33,"Theme of Love (From ""Final Fantasy IV"") [Arr. Lawson for Harp & String Quartet]","Theme of Love (From ""Final Fantasy IV"") [Arr. Lawson for Harp & String Quartet]",2025
Maurizio Pollini,58,classical piano,50,"The Well-Tempered Clavier, Book 1: Prelude No. 1 in C Major, BWV 846/1","Bach, J.S.: The well-tempered Clavier",2009
Maurizio Pollini,58,classical,50,"The Well-Tempered Clavier, Book 1: Prelude No. 1 in C Major, BWV 846/1","Bach, J.S.: The well-tempered Clavier",2009
Plácido Domingo,55,opera,50,"La traviata, Act I: Libiamo ne' lieti calici ""Brindisi""",Verdi: La Traviata,1977
Plácido Domingo,55,classical,50,"La traviata, Act I: Libiamo ne' lieti calici ""Brindisi""",Verdi: La Traviata,1977
The English Concert,58,classical,50,"Concerto for 2 Mandolins in G Major, RV 532: III. Allegro","Vivaldi: Concerti ""Alla Rustica""",1986
Martha Argerich,55,classical piano,50,"Kinderszenen, Op. 15: VII. Träumerei",Schumann: Kinderszenen; Kreisleriana,1984
Martha Argerich,55,classical,50,"Kinderszenen, Op. 15: VII. Träumerei",Schumann: Kinderszenen; Kreisleriana,1984
Martha Argerich,55,chamber music,50,"Kinderszenen, Op. 15: VII. Träumerei",Schumann: Kinderszenen; Kreisleriana,1984
Sergei Prokofiev,59,classical,50,"Prokofiev: Romeo and Juliet, Op. 64, Act 1: Dance of the Knights",Prokofiev: Romeo and Juliet,1973
Sergei Prokofiev,59,neoclassical,50,"Prokofiev: Romeo and Juliet, Op. 64, Act 1: Dance of the Knights",Prokofiev: Romeo and Juliet,1973
Sergei Prokofiev,59,orchestra,50,"Prokofiev: Romeo and Juliet, Op. 64, Act 1: Dance of the Knights",Prokofiev: Romeo and Juliet,1973
Joep Beving,59,neoclassical,10,Beving: Ala,Trilogy,2021
Riccardo Muti,57,opera,50,"Beethoven: Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Erwachen heiterer Empfindungen bei der Ankunft auf dem Lande. Allegro ma non troppo","Beethoven: Symphony No. 6 ""Pastoral"" & Leonore Overture No. 3",1988
Riccardo Muti,57,classical,50,"Beethoven: Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Erwachen heiterer Empfindungen bei der Ankunft auf dem Lande. Allegro ma non troppo","Beethoven: Symphony No. 6 ""Pastoral"" & Leonore Overture No. 3",1988
Riccardo Muti,57,requiem,50,"Beethoven: Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Erwachen heiterer Empfindungen bei der Ankunft auf dem Lande. Allegro ma non troppo","Beethoven: Symphony No. 6 ""Pastoral"" & Leonore Overture No. 3",1988
Hania Rani,59,neoclassical,11,Dreamy,On Giacometti,2023
Gustav Mahler,59,classical,50,Symphony No. 5: IV. Adagietto. Sehr langsam,Mahler: Symphony No.5,1993
Gustav Mahler,59,orchestra,50,Symphony No. 5: IV. Adagietto. Sehr langsam,Mahler: Symphony No.5,1993
Niccolò Paganini,55,classical,50,"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor",Paganini: 24 Caprices,2000
Harold Budd,58,ambient,36,"Sea, Swallow Me - 2024 Remaster",The Moon and the Melodies (2024 Remaster),1986
Harold Budd,58,minimalism,36,"Sea, Swallow Me - 2024 Remaster",The Moon and the Melodies (2024 Remaster),1986
Harold Budd,58,shoegaze,36,"Sea, Swallow Me - 2024 Remaster",The Moon and the Melodies (2024 Remaster),1986
Harold Budd,58,drone,36,"Sea, Swallow Me - 2024 Remaster",The Moon and the Melodies (2024 Remaster),1986
Nikolaus Harnoncourt,55,requiem,50,"Beethoven: Symphony No. 9 in D Minor, Op. 125 ""Choral"": II. Molto vivace - Presto","Beethoven: Symphony No. 9 ""Choral""",1991
Nikolaus Harnoncourt,55,classical,50,"Beethoven: Symphony No. 9 in D Minor, Op. 125 ""Choral"": II. Molto vivace - Presto","Beethoven: Symphony No. 9 ""Choral""",1991
Nikolaus Harnoncourt,55,opera,50,"Beethoven: Symphony No. 9 in D Minor, Op. 125 ""Choral"": II. Molto vivace - Presto","Beethoven: Symphony No. 9 ""Choral""",1991
Philippe Entremont,57,classical,50,Gymnopédie No. 1,Entremont Plays Satie,1981
Philippe Entremont,57,classical piano,50,Gymnopédie No. 1,Entremont Plays Satie,1981
The Cleveland Orchestra,57,classical,50,"Romeo and Juliet, Op. 64 / Act 1: Dance Of The Knights",Prokofiev: Romeo & Juliet,1973
The Cleveland Orchestra,57,orchestra,50,"Romeo and Juliet, Op. 64 / Act 1: Dance Of The Knights",Prokofiev: Romeo & Juliet,1973
Alexandre Tharaud,57,classical,50,Gnossienne: No. 1,Satie: Avant-dernières pensées (Bonus Track Version),2009
Alexandre Tharaud,57,classical piano,50,Gnossienne: No. 1,Satie: Avant-dernières pensées (Bonus Track Version),2009
Kathryn Stott,57,classical,35,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)","""The Swan"" & Other Saint-Saëns Masterpieces",2025
Charles Dutoit,56,classical,50,"Le Carnaval des Animaux, R. 125: 13. Le Cygne",Saint-Saëns: Le Carnaval des Animaux; Phaéton; Danse Macabre etc.,1980
Charles Dutoit,56,orchestra,50,"Le Carnaval des Animaux, R. 125: 13. Le Cygne",Saint-Saëns: Le Carnaval des Animaux; Phaéton; Danse Macabre etc.,1980
Edward Elgar,58,classical,50,"Salut d'Amour, Op. 12",Songs from the Arc of Life,2015
Edward Elgar,58,orchestra,50,"Salut d'Amour, Op. 12",Songs from the Arc of Life,2015
Joshua Bell,56,classical,48,"Thaïs, Act II: Méditation","Poème - Chausson, Massenet, Saint-Saëns, Ravel",1991
Joseph Haydn,57,chamber music,50,"Sonata No. 13, Hob. XVI:6: III. Adagio","Haydn: Piano Sonatas, Vol. 7",2018
Joseph Haydn,57,classical,50,"Sonata No. 13, Hob. XVI:6: III. Adagio","Haydn: Piano Sonatas, Vol. 7",2018
Richard Wagner,56,opera,50,"Die Walkure, Act III: Ride of the Valkyries","Wagner, R.: Orchestral Music From Operas",1989
Richard Wagner,56,classical,50,"Die Walkure, Act III: Ride of the Valkyries","Wagner, R.: Orchestral Music From Operas",1989
Jean Sibelius,57,classical,50,"13 Pieces for Piano, Op. 76: II. Etude",Finlandia: Finland Independence Day,2020
Jean Sibelius,57,orchestra,50,"13 Pieces for Piano, Op. 76: II. Etude",Finlandia: Finland Independence Day,2020
Alice Sara Ott,57,classical piano,16,"Suite bergamasque, L. 75: III. Clair de lune","Debussy: Suite bergamasque, L. 75, 3. Clair de lune",2018
Alice Sara Ott,57,classical,16,"Suite bergamasque, L. 75: III. Clair de lune","Debussy: Suite bergamasque, L. 75, 3. Clair de lune",2018
Sheku Kanneh-Mason,58,classical,6,Carnival of the Animals: The Swan,Saint-Saëns: Carnival of the Animals: The Swan,2020
