nombre,popularidad,genero,cantidad_albumes,mejor_pista,album_mejor_pista,año_mejor_pista
Vrede,5,groove metal,6,Seis,Raíz,1995
Violacion Auditiva,15,punk,11,Que Dia de Mierda,El Mundo Se Hace Caca,2015
Coralies,10,post-hardcore,3,Alquimia,C,2017
Coralies,10,metalcore,3,Alquimia,C,2017
Nax,10,shoegaze,3,Angeles de Hielo,Congelado,2020
Nax,10,dream pop,3,Angeles de Hielo,Congelado,2020
ROMÁN,14,jazz fusion,2,Scon,ROMÁN,2015
ROMÁN,14,funk rock,2,Scon,ROMÁN,2015
Krictum,21,anime rap,0,My Villain Gang,My Villain Gang,2022
kurí,9,math rock,1,Girasoles,Fotosensible,2020
kurí,9,midwest emo,1,Girasoles,Fotosensible,2020
Seven 7.,17,christian rock,1,Tu forma de amar,La mejor versión de mi,2016
Lash Out,13,punk,5,Rino,Futuras Nostalgias,2016
Malícia,9,thrash metal,7,Primeiro Beijo,Mappin Apresenta: 14 Sucessos do Pagode,2018
Bruthal 6,14,nu metal,2,Smells Like Teen Spirit,Bruthal 6,2006
MUCC,42,visual kei,29,ニルヴァーナ,ニルヴァーナ,2012
MUCC,42,j-rock,29,ニルヴァーナ,ニルヴァーナ,2012
Violent Execution,8,thrash metal,4,Realidad,Erupción Nacional,2019
Violent Execution,8,speed metal,4,Realidad,Erupción Nacional,2019
Apocalipsis,14,soul jazz,6,Le Rezo a María,Guerreros Por Siempre,2019
Barloventos,16,folk metal,7,Bandera Negra - Sea Shanty - Acústica,Relatos De Los 7 Mares,2025
Barloventos,16,pirate metal,7,Bandera Negra - Sea Shanty - Acústica,Relatos De Los 7 Mares,2025
Barloventos,16,celtic rock,7,Bandera Negra - Sea Shanty - Acústica,Relatos De Los 7 Mares,2025
Barloventos,16,power metal,7,Bandera Negra - Sea Shanty - Acústica,Relatos De Los 7 Mares,2025
CLAY,7,post-hardcore,4,Al Final,En el Silencio,2013
CLAY,7,metalcore,4,Al Final,En el Silencio,2013
Osamenta,8,groove metal,3,Hijos de la Tierra,Consumicidio,2014
Osamenta,8,thrash metal,3,Hijos de la Tierra,Consumicidio,2014
Mario Ian,10,rock urbano,0,Chico Callejero,Tributo a Rata Blanca: La Leyenda Continúa,2001
SOS Metal Rap,20,rap metal,2,Asedio,Valls de los Muñecos Rotos,2015
EXISTENCIA DE ODIO,9,hardcore,3,¿cúanto Tiempo Más?,Esperando la Redencion,2018
EXISTENCIA DE ODIO,9,hardcore punk,3,¿cúanto Tiempo Más?,Esperando la Redencion,2018
EXISTENCIA DE ODIO,9,speed metal,3,¿cúanto Tiempo Más?,Esperando la Redencion,2018
Devak24,14,boom bap,9,Intempestivos,Intempestivos,2020
Tensión,13,post-punk,3,Instante detenido,Proyección inversa,2023
Tensión,13,darkwave,3,Instante detenido,Proyección inversa,2023
Tensión,13,cold wave,3,Instante detenido,Proyección inversa,2023
Pinco,11,tech house,0,All The Ladies,"OVRDOSE ON MUSIC, Vol.2",2018
Discarne,8,post-hardcore,1,Latidos,Donde el amor y la guerra hacen historia,2015
Discarne,8,metalcore,1,Latidos,Donde el amor y la guerra hacen historia,2015
Dead Breed,5,deathcore,1,Solo Odio,Fragmentos del Inconsciente,2025
Ariel Perchuk,9,symphonic metal,2,A New Day,Journey to the Crystal Rainbow,2024
Transmetal,39,mexican rock,42,Killers,El Llamado de la Hembra,2014
Transmetal,39,rock urbano,42,Killers,El Llamado de la Hembra,2014
Transmetal,39,thrash metal,42,Killers,El Llamado de la Hembra,2014
Transmetal,39,death metal,42,Killers,El Llamado de la Hembra,2014
Transmetal,39,speed metal,42,Killers,El Llamado de la Hembra,2014
Under MC,19,latin hip hop,2,Sound Paulo - The Romaphonic Session,Sound Paulo - The Romaphonic Session,2025
Cloudempire,14,memphis rap,7,Homero Sí Canta (Phonk ) - Remix,Drifting on Springfield,2022
Templo,12,christian rock,3,Ven A La Eternidad,Antes Que Llegue El Final,2007
Nekro,9,grindcore,2,Vroxi,Fones Ap' To Ypogeio,2018
Born Of The Kraken,7,deathcore,1,Nacimiento,Nacimiento,2022
