nombre,popularidad,genero,cantidad_albumes,mejor_pista,album_mejor_pista,año_mejor_pista
Kany García,75,latin pop,13,Te Lo Agradezco,Lo Más Escuchado del 2023,2023
NATTI NATASHA,75,reggaeton,6,Criminal,Criminal,2017
NATTI NATASHA,75,latin,6,Criminal,Criminal,2017
NATTI NATASHA,75,urbano latino,6,Criminal,Criminal,2017
NATTI NATASHA,75,bachata,6,Criminal,Criminal,2017
Carlos Vives,75,colombian pop,20,La Bicicleta,VIVES,2017
Carlos Vives,75,vallenato,20,La Bicicleta,VIVES,2017
Carlos Vives,75,latin,20,La Bicicleta,VIVES,2017
Carlos Vives,75,latin pop,20,La Bicicleta,VIVES,2017
Sebastian Mendoza,57,cumbia norteña,18,No Aguanto Más,No Aguanto Más,2021
Sebastian Mendoza,57,cumbia,18,No Aguanto Más,No Aguanto Más,2021
Sebastian Mendoza,57,cuarteto,18,No Aguanto Más,No Aguanto Más,2021
Diego Torres,65,latin pop,14,Color Esperanza,Un Mundo Diferente,2001
Diego Torres,65,colombian pop,14,Color Esperanza,Un Mundo Diferente,2001
Piso 21,75,reggaeton,7,Volver,Volver,2025
Piso 21,75,colombian pop,7,Volver,Volver,2025
Piso 21,75,pop urbano,7,Volver,Volver,2025
Melendi,76,flamenco,16,Tu jardín con enanitos,Lágrimas desordenadas,2012
Melendi,76,flamenco pop,16,Tu jardín con enanitos,Lágrimas desordenadas,2012
Kygo,82,tropical house,7,Whatever,KYGO,2024
Jul,86,pop urbaine,32,Phénoménal,D&P à vie,2025
Matías Valdez,58,cuarteto,2,Latidos,Latidos,2022
Matías Valdez,58,cumbia,2,Latidos,Latidos,2022
Los Fabulosos Cadillacs,69,rock en español,17,Vasos Vacíos - Remasterizado 2008,El Ritmo Mundial,1988
Los Fabulosos Cadillacs,69,latin rock,17,Vasos Vacíos - Remasterizado 2008,El Ritmo Mundial,1988
Los Fabulosos Cadillacs,69,ska,17,Vasos Vacíos - Remasterizado 2008,El Ritmo Mundial,1988
Los Fabulosos Cadillacs,69,argentine rock,17,Vasos Vacíos - Remasterizado 2008,El Ritmo Mundial,1988
Los Fabulosos Cadillacs,69,latin alternative,17,Vasos Vacíos - Remasterizado 2008,El Ritmo Mundial,1988
Los Fabulosos Cadillacs,69,mexican ska,17,Vasos Vacíos - Remasterizado 2008,El Ritmo Mundial,1988
James Arthur,82,soft pop,8,Say You Won't Let Go,Back from the Edge,2016
LISA,82,k-pop,1,Born Again (feat. Doja Cat & RAYE),Alter Ego,2025
Natalia Lafourcade,75,latin folk,16,Hasta la Raíz,Hasta la Raíz (Edición Especial),2015
Natalia Lafourcade,75,bolero,16,Hasta la Raíz,Hasta la Raíz (Edición Especial),2015
Natalia Lafourcade,75,latin indie,16,Hasta la Raíz,Hasta la Raíz (Edición Especial),2015
Natalia Lafourcade,75,latin alternative,16,Hasta la Raíz,Hasta la Raíz (Edición Especial),2015
MYA,61,cuarteto,3,MYA LIVE P3: Qué Pasará,MYA LIVE P3: Qué Pasará,2023
Sin Bandera,73,latin pop,8,Que Lloro,De Viaje,2003
Alejandro Fernández,78,mariachi,27,Me Dediqué a Perderte,A Corazón Abierto,2004
Alejandro Fernández,78,ranchera,27,Me Dediqué a Perderte,A Corazón Abierto,2004
Alejandro Fernández,78,latin pop,27,Me Dediqué a Perderte,A Corazón Abierto,2004
Alejandro Fernández,78,bolero,27,Me Dediqué a Perderte,A Corazón Abierto,2004
USHER,83,r&b,15,Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),2004
Marco Antonio Solís,77,grupera,17,Acepto Mi Derrota,Rosas Y Bombones Con Marco Antonio Solís,2025
Marco Antonio Solís,77,mariachi,17,Acepto Mi Derrota,Rosas Y Bombones Con Marco Antonio Solís,2025
Marco Antonio Solís,77,ranchera,17,Acepto Mi Derrota,Rosas Y Bombones Con Marco Antonio Solís,2025
Marco Antonio Solís,77,latin pop,17,Acepto Mi Derrota,Rosas Y Bombones Con Marco Antonio Solís,2025
Skrillex,79,dubstep,6,Where Are Ü Now (with Justin Bieber),Skrillex and Diplo present Jack Ü,2015
Skrillex,79,edm,6,Where Are Ü Now (with Justin Bieber),Skrillex and Diplo present Jack Ü,2015
Skrillex,79,electro,6,Where Are Ü Now (with Justin Bieber),Skrillex and Diplo present Jack Ü,2015
Skrillex,79,electronic,6,Where Are Ü Now (with Justin Bieber),Skrillex and Diplo present Jack Ü,2015
Haze,69,reggaeton,0,Amanece,Amanece,2018
ENHYPEN,81,k-pop,6,Bite Me,DARK BLOOD,2023
TWICE,80,k-pop,23,Strategy (feat. Megan Thee Stallion),STRATEGY,2024
Paramore,82,pop punk,9,Hard Times,After Laughter,2017
Paramore,82,emo,9,Hard Times,After Laughter,2017
Paramore,82,emo pop,9,Hard Times,After Laughter,2017
Ricardo Montaner,70,latin pop,36,Tan Enamorados,Ricardo Montaner Con La London Metropolitan Orchestra,1990
Angela Torres,59,cuarteto,0,SINVERGÜENZA - con Angela Torres,SINVERGÜENZA - con Angela Torres,2023
Robin Schulz,80,tropical house,5,Waves - Robin Schulz Radio Edit,Waves (Robin Schulz Radio Edit),2014
Mau y Ricky,70,reggaeton,4,Desconocidos,Para Aventuras y Curiosidades,2019
Mau y Ricky,70,latin pop,4,Desconocidos,Para Aventuras y Curiosidades,2019
Mau y Ricky,70,pop urbano,4,Desconocidos,Para Aventuras y Curiosidades,2019
Roman El Original,55,cumbia,14,Amor De Chat - Remix,Amor De Chat (Remix),2024
Roman El Original,55,cuarteto,14,Amor De Chat - Remix,Amor De Chat (Remix),2024
Lost Frequencies,79,tropical house,7,Black Friday (pretty like the sun),Black Friday (pretty like the sun),2024
Chano,55,argentine rock,3,Claramente,El Otro,2018
Clairo,82,bedroom pop,3,Juna,Charm,2024
Alex Ubago,69,latin pop,13,Aunque no te pueda ver,Fantasía o realidad,2003
Lewis Capaldi,79,soft pop,4,Someone You Loved,Divinely Uninspired To A Hellish Extent,2019
Charlie Puth,80,soft pop,5,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind (Special Edition),2015
Charlie Puth,80,pop,5,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind (Special Edition),2015
